accuracy,precision,recall,f1-score,roc_auc,confusion_matrix,training_time
0.9825,0.9740837023517444,0.9825,0.977477641561069,0.850643757190269,"[[  10    5    0    0    0    0]
 [   0 1933    0    2    0    0]
 [   0    6    7    0    0    0]
 [   0    5    0   15    0    0]
 [   0    6    0    0    0    0]
 [   0   11    0    0    0    0]]",0.4851903915405273
0.98,0.974079684317719,0.98,0.9753646414606598,0.8771921423933478,"[[  14    8    0    0    0    0]
 [   0 1927    1    1    0    0]
 [   0    9    5    1    0    0]
 [   0   10    0   14    0    0]
 [   0    4    0    0    0    0]
 [   0    6    0    0    0    0]]",0.491877794265747
0.9805,0.9748742800528096,0.9805,0.976399751699953,0.8710100791283069,"[[  16   12    1    1    0    0]
 [   1 1922    0    1    0    0]
 [   0    7   12    0    0    0]
 [   0    6    0   11    0    0]
 [   0    2    0    0    0    0]
 [   0    8    0    0    0    0]]",0.4785826206207275
0.9825,0.9765619603859828,0.9825,0.9783854032731027,0.8727661482436013,"[[  13    8    0    0    0    0]
 [   0 1937    0    2    0    0]
 [   0    5    7    1    0    0]
 [   0    8    0    8    0    0]
 [   0    3    0    0    0    0]
 [   0    8    0    0    0    0]]",0.4892449378967285
0.9775,0.9689752146271288,0.9775,0.9722882020231269,0.8993568689540912,"[[  15    8    1    0    0    0]
 [   0 1921    0    4    0    0]
 [   0   10    8    0    0    0]
 [   0    5    2   11    0    0]
 [   0    3    0    0    0    0]
 [   0   12    0    0    0    0]]",0.5031337738037109
