,accuracy,loss,training_time
0,0.9331250190734863,5.545589447021484,35.793354749679565
1,0.9449999928474426,0.8453477621078491,35.793354749679565
2,0.9451249837875366,0.8961173892021179,35.793354749679565
3,0.9466249942779541,0.6658250689506531,35.793354749679565
4,0.9477499723434448,0.6516007781028748,35.793354749679565
5,0.9484999775886536,0.5936837792396545,35.793354749679565
6,0.9506250023841858,0.4871838092803955,35.793354749679565
7,0.9492499828338623,0.4582887589931488,35.793354749679565
8,0.9537500143051147,0.3939594626426697,35.793354749679565
9,0.9538750052452087,0.3028550446033478,35.793354749679565
10,0.9566249847412109,0.26476556062698364,35.793354749679565
11,0.9599999785423279,0.22457601130008698,35.793354749679565
12,0.9572499990463257,0.21754910051822662,35.793354749679565
13,0.9611250162124634,0.18741276860237122,35.793354749679565
14,0.9613749980926514,0.1751546710729599,35.793354749679565
15,0.9613749980926514,0.16422376036643982,35.793354749679565
16,0.9636250138282776,0.15812115371227264,35.793354749679565
17,0.9636250138282776,0.15239375829696655,35.793354749679565
18,0.9638749957084656,0.14534306526184082,35.793354749679565
19,0.9633749723434448,0.14613747596740723,35.793354749679565
20,0.9647499918937683,0.14620782434940338,35.793354749679565
21,0.9648749828338623,0.13903354108333588,35.793354749679565
22,0.9661250114440918,0.1395803689956665,35.793354749679565
23,0.9660000205039978,0.14005255699157715,35.793354749679565
24,0.9651250243186951,0.13794058561325073,35.793354749679565
25,0.965499997138977,0.13765737414360046,35.793354749679565
26,0.9661250114440918,0.13376113772392273,35.793354749679565
27,0.9663749933242798,0.13325299322605133,35.793354749679565
28,0.9678750038146973,0.12857653200626373,35.793354749679565
29,0.9667500257492065,0.1284843385219574,35.793354749679565
30,0.9678750038146973,0.1255142241716385,35.793354749679565
31,0.9658750295639038,0.12821267545223236,35.793354749679565
32,0.9672499895095825,0.12646128237247467,35.793354749679565
33,0.9673749804496765,0.12298206984996796,35.793354749679565
34,0.9695000052452087,0.12307161092758179,35.793354749679565
35,0.9668750166893005,0.12352218478918076,35.793354749679565
36,0.9682499766349792,0.1196899563074112,35.793354749679565
37,0.96875,0.11844105273485184,35.793354749679565
38,0.9693750143051147,0.11664823442697525,35.793354749679565
39,0.968874990940094,0.12104447185993195,35.793354749679565
40,0.968999981880188,0.12228705734014511,35.793354749679565
41,0.969124972820282,0.11892955750226974,35.793354749679565
42,0.9678750038146973,0.11837594956159592,35.793354749679565
43,0.9693750143051147,0.11723774671554565,35.793354749679565
44,0.9704999923706055,0.11215674877166748,35.793354749679565
45,0.9698749780654907,0.11249697208404541,35.793354749679565
46,0.968874990940094,0.11371149122714996,35.793354749679565
47,0.969124972820282,0.11221515387296677,35.793354749679565
48,0.9711250066757202,0.11113428324460983,35.793354749679565
49,0.968375027179718,0.11592329293489456,35.793354749679565
