,accuracy,loss,training_time,cpu_used
0,0.937749981880188,3.6719448566436768,35.90683960914612,5.5
1,0.9431250095367432,1.1623985767364502,35.90683960914612,5.5
2,0.9468749761581421,0.8497887253761292,35.90683960914612,5.5
3,0.9462500214576721,0.7745105624198914,35.90683960914612,5.5
4,0.9542499780654907,0.5757026076316833,35.90683960914612,5.5
5,0.9526249766349792,0.4984142780303955,35.90683960914612,5.5
6,0.953374981880188,0.4491856098175049,35.90683960914612,5.5
7,0.9566249847412109,0.33450430631637573,35.90683960914612,5.5
8,0.9553750157356262,0.29680365324020386,35.90683960914612,5.5
9,0.956250011920929,0.2619677484035492,35.90683960914612,5.5
10,0.9616249799728394,0.2103247046470642,35.90683960914612,5.5
11,0.9628750085830688,0.1954091191291809,35.90683960914612,5.5
12,0.9629999995231628,0.18098850548267365,35.90683960914612,5.5
13,0.9673749804496765,0.1490243822336197,35.90683960914612,5.5
14,0.9670000076293945,0.1435987502336502,35.90683960914612,5.5
15,0.9648749828338623,0.14984512329101562,35.90683960914612,5.5
16,0.9663749933242798,0.14426296949386597,35.90683960914612,5.5
17,0.9678750038146973,0.13843576610088348,35.90683960914612,5.5
18,0.9681249856948853,0.14016525447368622,35.90683960914612,5.5
19,0.968874990940094,0.13670796155929565,35.90683960914612,5.5
20,0.9682499766349792,0.1370278149843216,35.90683960914612,5.5
21,0.968999981880188,0.1251259595155716,35.90683960914612,5.5
22,0.9697499871253967,0.12257689982652664,35.90683960914612,5.5
23,0.968500018119812,0.13003288209438324,35.90683960914612,5.5
24,0.968625009059906,0.12540219724178314,35.90683960914612,5.5
25,0.96875,0.12154513597488403,35.90683960914612,5.5
26,0.968500018119812,0.1258285939693451,35.90683960914612,5.5
27,0.968375027179718,0.12395897507667542,35.90683960914612,5.5
28,0.9698749780654907,0.11589282751083374,35.90683960914612,5.5
29,0.9712499976158142,0.11708629131317139,35.90683960914612,5.5
30,0.9698749780654907,0.12115256488323212,35.90683960914612,5.5
31,0.9711250066757202,0.11372555792331696,35.90683960914612,5.5
32,0.9697499871253967,0.11702495813369751,35.90683960914612,5.5
33,0.9706249833106995,0.11823766678571701,35.90683960914612,5.5
34,0.9704999923706055,0.11250601708889008,35.90683960914612,5.5
35,0.9711250066757202,0.11937886476516724,35.90683960914612,5.5
36,0.9707499742507935,0.11242393404245377,35.90683960914612,5.5
37,0.9706249833106995,0.1146988570690155,35.90683960914612,5.5
38,0.971750020980835,0.11173204332590103,35.90683960914612,5.5
39,0.9713749885559082,0.11108916252851486,35.90683960914612,5.5
40,0.9706249833106995,0.1139543205499649,35.90683960914612,5.5
41,0.9706249833106995,0.11575436592102051,35.90683960914612,5.5
42,0.9704999923706055,0.11212518066167831,35.90683960914612,5.5
43,0.972000002861023,0.11270485818386078,35.90683960914612,5.5
44,0.9712499976158142,0.11859745532274246,35.90683960914612,5.5
45,0.9692500233650208,0.11323730647563934,35.90683960914612,5.5
46,0.9708750247955322,0.10932113975286484,35.90683960914612,5.5
47,0.9714999794960022,0.11061720550060272,35.90683960914612,5.5
48,0.971750020980835,0.109404057264328,35.90683960914612,5.5
49,0.9704999923706055,0.1108688935637474,35.90683960914612,5.5
