accuracy,precision,recall,f1-score,roc_auc,confusion_matrix,training_time
0.9885,0.9872925566537822,0.9885,0.9865900759993123,0.9667926512190079,"[[  10    0    0    5    0    0]
 [   1 1934    0    0    0    0]
 [   0    0   13    0    0    0]
 [   0    2    2   16    0    0]
 [   0    6    0    0    0    0]
 [   0    0    7    0    0    4]]",33.93223285675049
0.9935,0.9918751148262103,0.9935,0.9924719835893494,0.9703706387357243,"[[  17    0    2    3    0    0]
 [   1 1928    0    0    0    0]
 [   0    0   15    0    0    0]
 [   0    1    1   22    0    0]
 [   0    4    0    0    0    0]
 [   0    0    1    0    0    5]]",34.963069915771484
0.9895,0.9907863046028759,0.9895,0.9883300801625262,0.964986719274645,"[[  20    0    5    5    0    0]
 [   0 1924    0    0    0    0]
 [   0    0   19    0    0    0]
 [   0    2    1   14    0    0]
 [   0    2    0    0    0    0]
 [   0    1    5    0    0    2]]",35.28466057777405
0.992,0.9917684520025201,0.992,0.9912911621704293,0.9614391292479224,"[[  16    0    3    2    0    0]
 [   1 1938    0    0    0    0]
 [   0    0   13    0    0    0]
 [   0    2    2   12    0    0]
 [   0    3    0    0    0    0]
 [   0    0    3    0    0    5]]",34.60012459754944
0.9875,0.9892657443039521,0.9875,0.9869617114630688,0.9418088824755491,"[[  15    0    6    3    0    0]
 [   2 1922    1    0    0    0]
 [   0    0   18    0    0    0]
 [   0    0    4   14    0    0]
 [   0    3    0    0    0    0]
 [   0    1    5    0    0    6]]",34.82017207145691
