,accuracy,loss
0,0.890874981880188,1.964897632598877
1,0.9648749828338623,0.5318028330802917
2,0.9648749828338623,0.3448478877544403
3,0.9647499918937683,0.3131703734397888
4,0.9647499918937683,0.2951294481754303
5,0.9645000100135803,0.2985021471977234
6,0.9646250009536743,0.28775161504745483
7,0.965499997138977,0.27975335717201233
8,0.9647499918937683,0.27768296003341675
9,0.9648749828338623,0.2750159502029419
10,0.9642500281333923,0.2693527042865753
11,0.9653750061988831,0.25629401206970215
12,0.9651250243186951,0.2554451525211334
13,0.9651250243186951,0.24785183370113373
14,0.9653750061988831,0.24821965396404266
15,0.9653750061988831,0.24117827415466309
16,0.9651250243186951,0.24356649816036224
17,0.9653750061988831,0.23491187393665314
18,0.9653750061988831,0.23545311391353607
19,0.9653750061988831,0.2279224842786789
20,0.9653750061988831,0.23067478835582733
21,0.9653750061988831,0.22331303358078003
22,0.9653750061988831,0.22168685495853424
23,0.9653750061988831,0.22063685953617096
24,0.9653750061988831,0.21958570182323456
25,0.9653750061988831,0.21532118320465088
26,0.9653750061988831,0.21622216701507568
27,0.9653750061988831,0.21329475939273834
28,0.9653750061988831,0.21326741576194763
29,0.9653750061988831,0.2135179042816162
30,0.9653750061988831,0.20763634145259857
31,0.9653750061988831,0.21256496012210846
32,0.9653750061988831,0.21052470803260803
33,0.9653750061988831,0.20974259078502655
34,0.9653750061988831,0.20901435613632202
35,0.9653750061988831,0.2086171805858612
36,0.9653750061988831,0.20762725174427032
37,0.9653750061988831,0.20514267683029175
38,0.9653750061988831,0.20537292957305908
39,0.9653750061988831,0.20170113444328308
40,0.9653750061988831,0.20560972392559052
41,0.9653750061988831,0.20178566873073578
42,0.9653750061988831,0.20373162627220154
43,0.9653750061988831,0.20121608674526215
44,0.9653750061988831,0.20337559282779694
45,0.9653750061988831,0.2000778317451477
46,0.9653750061988831,0.1995362490415573
47,0.9653750061988831,0.20634987950325012
48,0.9653750061988831,0.1993182897567749
49,0.9653750061988831,0.19977231323719025
