,accuracy,loss
0,0.9138749837875366,23.201250076293945
1,0.9346250295639038,2.4814231395721436
2,0.9397500157356262,2.0417473316192627
3,0.9384999871253967,2.014836311340332
4,0.940750002861023,1.5416197776794434
5,0.9411249756813049,1.3550349473953247
6,0.9419999718666077,1.203731894493103
7,0.9456250071525574,0.9824974536895752
8,0.9468749761581421,0.7994591593742371
9,0.9478750228881836,0.7375500202178955
10,0.9488750100135803,0.5311861634254456
11,0.9512500166893005,0.45822519063949585
12,0.9551249742507935,0.3684466481208801
13,0.9558749794960022,0.3271271288394928
14,0.9570000171661377,0.2755579948425293
15,0.9581249952316284,0.2390783429145813
16,0.9613749980926514,0.2231372743844986
17,0.9647499918937683,0.20061913132667542
18,0.965499997138977,0.1593584418296814
19,0.9647499918937683,0.15804356336593628
20,0.9666249752044678,0.14882884919643402
21,0.9642500281333923,0.15527333319187164
22,0.965499997138977,0.15099263191223145
23,0.9645000100135803,0.15555255115032196
24,0.9658750295639038,0.14993421733379364
25,0.9664999842643738,0.14629195630550385
26,0.96875,0.1440935581922531
27,0.9661250114440918,0.14173521101474762
28,0.9666249752044678,0.13799044489860535
29,0.9679999947547913,0.13328710198402405
30,0.9672499895095825,0.13855059444904327
31,0.9678750038146973,0.1298149973154068
32,0.9678750038146973,0.13539400696754456
33,0.9668750166893005,0.13400419056415558
34,0.96875,0.12553933262825012
35,0.9692500233650208,0.12583264708518982
36,0.968500018119812,0.12736201286315918
37,0.968375027179718,0.12732307612895966
38,0.9681249856948853,0.13483808934688568
39,0.972000002861023,0.11734656989574432
40,0.9710000157356262,0.11642289161682129
41,0.9702500104904175,0.1233816146850586
42,0.9696249961853027,0.11715348064899445
43,0.9712499976158142,0.13100743293762207
44,0.969124972820282,0.1158568486571312
45,0.9712499976158142,0.11317446082830429
46,0.971750020980835,0.09900208562612534
47,0.9706249833106995,0.10280514508485794
48,0.9721249938011169,0.09983352571725845
49,0.9728749990463257,0.10046159476041794
