,accuracy,loss,training_time
0,0.887499988079071,1.9215143918991089,96.56194639205933
1,0.9626250267028809,0.5904150009155273,96.56194639205933
2,0.9633749723434448,0.3319159150123596,96.56194639205933
3,0.9639999866485596,0.27430376410484314,96.56194639205933
4,0.9641249775886536,0.2657659649848938,96.56194639205933
5,0.9645000100135803,0.26289278268814087,96.56194639205933
6,0.9653750061988831,0.2631630003452301,96.56194639205933
7,0.965624988079071,0.2597748041152954,96.56194639205933
8,0.9652500152587891,0.24652095139026642,96.56194639205933
9,0.9639999866485596,0.24036909639835358,96.56194639205933
10,0.9653750061988831,0.237091064453125,96.56194639205933
11,0.9653750061988831,0.2345990389585495,96.56194639205933
12,0.965749979019165,0.23488089442253113,96.56194639205933
13,0.965624988079071,0.22551831603050232,96.56194639205933
14,0.965749979019165,0.23717017471790314,96.56194639205933
15,0.9652500152587891,0.2261190265417099,96.56194639205933
16,0.965499997138977,0.22314052283763885,96.56194639205933
17,0.965624988079071,0.22200770676136017,96.56194639205933
18,0.965499997138977,0.22334827482700348,96.56194639205933
19,0.965624988079071,0.21461699903011322,96.56194639205933
20,0.9658750295639038,0.2157975137233734,96.56194639205933
21,0.9658750295639038,0.21363765001296997,96.56194639205933
22,0.9658750295639038,0.21350082755088806,96.56194639205933
23,0.965749979019165,0.21102473139762878,96.56194639205933
24,0.9658750295639038,0.20752394199371338,96.56194639205933
25,0.965624988079071,0.20221513509750366,96.56194639205933
26,0.965749979019165,0.20756050944328308,96.56194639205933
27,0.9658750295639038,0.2022099792957306,96.56194639205933
28,0.965749979019165,0.1999344676733017,96.56194639205933
29,0.9658750295639038,0.19888617098331451,96.56194639205933
30,0.9658750295639038,0.1972176730632782,96.56194639205933
31,0.9658750295639038,0.1938166320323944,96.56194639205933
32,0.965749979019165,0.19882948696613312,96.56194639205933
33,0.965624988079071,0.1995561122894287,96.56194639205933
34,0.9658750295639038,0.20251081883907318,96.56194639205933
35,0.965624988079071,0.1956752985715866,96.56194639205933
36,0.965749979019165,0.20150186121463776,96.56194639205933
37,0.9660000205039978,0.19676783680915833,96.56194639205933
38,0.9658750295639038,0.19354036450386047,96.56194639205933
39,0.9658750295639038,0.19305145740509033,96.56194639205933
40,0.9660000205039978,0.19864453375339508,96.56194639205933
41,0.965749979019165,0.19396530091762543,96.56194639205933
42,0.9658750295639038,0.194172203540802,96.56194639205933
43,0.9658750295639038,0.19107258319854736,96.56194639205933
44,0.9658750295639038,0.19171546399593353,96.56194639205933
45,0.9658750295639038,0.191274031996727,96.56194639205933
46,0.9658750295639038,0.18999271094799042,96.56194639205933
47,0.965749979019165,0.18772277235984802,96.56194639205933
48,0.9658750295639038,0.1930549442768097,96.56194639205933
49,0.9658750295639038,0.18994899094104767,96.56194639205933
