,accuracy,loss
0,0.9238749742507935,17.03661346435547
1,0.9348750114440918,5.449337482452393
2,0.9353749752044678,3.427940845489502
3,0.9391250014305115,3.220088005065918
4,0.9397500157356262,3.205989122390747
5,0.9392499923706055,2.6832761764526367
6,0.9431250095367432,1.8076163530349731
7,0.940625011920929,1.7478680610656738
8,0.9467499852180481,1.3261783123016357
9,0.9458749890327454,1.128718614578247
10,0.9492499828338623,0.8036197423934937
11,0.9511250257492065,0.7451648116111755
12,0.9488750100135803,0.5166166424751282
13,0.9547500014305115,0.5006828904151917
14,0.9564999938011169,0.3918825685977936
15,0.9541249871253967,0.4151483476161957
16,0.9606249928474426,0.25058066844940186
17,0.9643750190734863,0.20974336564540863
18,0.9649999737739563,0.17835575342178345
19,0.9660000205039978,0.14349646866321564
20,0.9677500128746033,0.1474684178829193
21,0.9695000052452087,0.1400078535079956
22,0.9692500233650208,0.13602808117866516
23,0.968625009059906,0.1402280032634735
24,0.9673749804496765,0.13118305802345276
25,0.9678750038146973,0.13177087903022766
26,0.9677500128746033,0.13586188852787018
27,0.968999981880188,0.12780813872814178
28,0.9702500104904175,0.11529089510440826
29,0.9700000286102295,0.12441602349281311
30,0.9722499847412109,0.1172921285033226
31,0.968999981880188,0.12293221056461334
32,0.9700000286102295,0.10872214287519455
33,0.9721249938011169,0.11526113003492355
34,0.9723749756813049,0.12321949750185013
35,0.9698749780654907,0.11375320702791214
36,0.9726250171661377,0.10345403105020523
37,0.9723749756813049,0.10395414382219315
38,0.9723749756813049,0.10406778752803802
39,0.9728749990463257,0.09788254648447037
40,0.9735000133514404,0.10053137689828873
41,0.9736250042915344,0.09988456219434738
42,0.9728749990463257,0.09670648723840714
43,0.9746249914169312,0.09336722642183304
44,0.9745000004768372,0.1178848072886467
45,0.9756249785423279,0.0904974564909935
46,0.9761250019073486,0.08871990442276001
47,0.9771249890327454,0.08493886142969131
48,0.9769999980926514,0.08047832548618317
49,0.9773749709129333,0.08678367733955383
