,accuracy,loss
0,0.9306250214576721,12.08352279663086
1,0.9393749833106995,2.2057604789733887
2,0.9390000104904175,1.9957225322723389
3,0.9419999718666077,1.6617833375930786
4,0.9427499771118164,1.3197309970855713
5,0.9480000138282776,0.8485981225967407
6,0.9445000290870667,0.8353981375694275
7,0.9502500295639038,0.5759866833686829
8,0.953125,0.4640950560569763
9,0.956250011920929,0.41122594475746155
10,0.9570000171661377,0.3166143596172333
11,0.9603750109672546,0.2297433465719223
12,0.9620000123977661,0.215335875749588
13,0.9629999995231628,0.1925182193517685
14,0.9636250138282776,0.18235276639461517
15,0.9624999761581421,0.18234467506408691
16,0.9645000100135803,0.1741953045129776
17,0.9651250243186951,0.16456809639930725
18,0.9646250009536743,0.16872720420360565
19,0.965499997138977,0.1636114865541458
20,0.9661250114440918,0.1490892767906189
21,0.965499997138977,0.1597479283809662
22,0.9666249752044678,0.14999155700206757
23,0.9681249856948853,0.1400420069694519
24,0.9679999947547913,0.13257144391536713
25,0.9697499871253967,0.13289231061935425
26,0.9711250066757202,0.12537729740142822
27,0.96875,0.12956950068473816
28,0.9692500233650208,0.1326049417257309
29,0.9714999794960022,0.11648636311292648
30,0.9716249704360962,0.12253403663635254
31,0.9711250066757202,0.11123257875442505
32,0.9711250066757202,0.1153043657541275
33,0.9733750224113464,0.1033850684762001
34,0.9722499847412109,0.11794911324977875
35,0.9748749732971191,0.09686961770057678
36,0.9742500185966492,0.10616205632686615
37,0.9748749732971191,0.1032521054148674
38,0.9735000133514404,0.0986347645521164
39,0.9737499952316284,0.10678377002477646
40,0.9746249914169312,0.09800330549478531
41,0.9743750095367432,0.09798134863376617
42,0.9763749837875366,0.08589126169681549
43,0.9773749709129333,0.08659384399652481
44,0.9781249761581421,0.08426987379789352
45,0.9768750071525574,0.09194380789995193
46,0.9775000214576721,0.08470279723405838
47,0.9764999747276306,0.08355525135993958
48,0.9769999980926514,0.09463789314031601
49,0.9775000214576721,0.08852683752775192
