,accuracy,loss
0,0.9284999966621399,11.649356842041016
1,0.9402499794960022,2.832409381866455
2,0.9387500286102295,2.1225154399871826
3,0.9426249861717224,1.825364112854004
4,0.9446250200271606,1.3858134746551514
5,0.9433749914169312,1.544697642326355
6,0.9438750147819519,1.2782841920852661
7,0.9473749995231628,0.9017683267593384
8,0.9482499957084656,0.8116103410720825
9,0.9507499933242798,0.618860125541687
10,0.949999988079071,0.5166944265365601
11,0.9521250128746033,0.4457107484340668
12,0.9520000219345093,0.3376971483230591
13,0.9556249976158142,0.3001018166542053
14,0.9567499756813049,0.2844574749469757
15,0.9574999809265137,0.23854129016399384
16,0.9597499966621399,0.19998018443584442
17,0.9621250033378601,0.1703013926744461
18,0.9608749747276306,0.1855735182762146
19,0.9637500047683716,0.15515829622745514
20,0.965749979019165,0.14751136302947998
21,0.9671249985694885,0.13265487551689148
22,0.9664999842643738,0.13645294308662415
23,0.9674999713897705,0.13017518818378448
24,0.968625009059906,0.12409104406833649
25,0.9698749780654907,0.11853853613138199
26,0.9693750143051147,0.12330794334411621
27,0.9695000052452087,0.11026234924793243
28,0.9713749885559082,0.1097211092710495
29,0.9738749861717224,0.0984717458486557
30,0.9716249704360962,0.1109958216547966
31,0.9747499823570251,0.09297681599855423
32,0.9723749756813049,0.0955577865242958
33,0.9722499847412109,0.10762421786785126
34,0.972000002861023,0.09641436487436295
35,0.9729999899864197,0.09869962185621262
36,0.9779999852180481,0.08331715315580368
37,0.9746249914169312,0.0961085855960846
38,0.9769999980926514,0.08474066853523254
39,0.9762499928474426,0.08685195446014404
40,0.9779999852180481,0.08015405386686325
41,0.9773749709129333,0.08019939064979553
42,0.9794999957084656,0.07335066050291061
43,0.9786249995231628,0.083158478140831
44,0.9786249995231628,0.08222832530736923
45,0.9758750200271606,0.09365316480398178
46,0.9776250123977661,0.0823294073343277
47,0.9775000214576721,0.08169947564601898
48,0.9779999852180481,0.08018698543310165
49,0.9777500033378601,0.08015041798353195
